P00734	['凝血酶原', '3.4.21.5', '凝血因子II']
Q9LCV9	['2.5.1.66', 'N（2）-（2-羧乙基）精氨酸合酶', 'CEA合成酶']
P27302	['2.2.1.1', '转酮酶1', 'tkt', 'TK 1']
P27696	['伊尔夫克', '2.2.1.6', '肌萎缩性脊髓侧索硬化症', '乙酰乳酸合酶，分解代谢']
Q9Y6L7	['Tolloid样蛋白2', 'KIAA0932', '3.4.24.-']
P35398	['NR1F1', 'RAR相关孤儿受体A', '核受体RZRα', '视网膜样体相关孤啡受体α', '核受体RORα', '核受体亚家族1 F组成员1', 'RZRA']
O67648	['恩瓦', 'UDP-3-O-[3-羟基肉豆蔻酰]N-乙酰氨基葡萄糖脱乙酰基酶', '3.5.1.-', 'UDP-3-O-酰基-GlcNAc脱乙酰酶']
Q8ZKF6	['酰基激活酶', '乙酰辅酶A合成酶', '6.2.1.1', '醋酸盐-CoA连接酶', 'AcCoA合成酶']
P07108	['ACBP', 'EP', 'DBI', '地西泮结合抑制剂', '酰基辅酶A结合蛋白', '恩多泽平']
P69903	['甲酰辅酶A转移酶', 'FCOCT', '2.8.3.16', '甲酰辅酶A转移酶', '甲酰辅酶A：草酸盐辅酶A转移酶']
P31572	['雅安', '左旋肉碱辅酶A转移酶', '巴豆酰辅酶A：肉碱辅酶A转移酶', '2.8.3.21']
P09373	['丙酮酸甲酸裂解酶1', '2.3.1.54', '甲酸乙酰转移酶1', 'pfl']
P9WK17	['2.3.3.9', '苹果酸合酶G']
P13702	['3-羟基-3-甲基戊二酰辅酶A还原酶', 'HMG-CoA还原酶', '1.1.1.88']
P0A6I8	['磷酸泛乙烯腺苷酸转移酶', '去磷酸辅酶A焦磷酸化酶', '2.7.7.3', 'PPAT', 'kdtB', '磷酸泛乙烯腺苷酸转移酶']
P96618	['ydcB', 'Holo-ACP合酶', "4'-磷酸泛乙烯基转移酶", 'Holo-[酰基载体蛋白]合酶', '2.7.8.7']
P21340	['蛋白酶合酶和产孢负调控蛋白PAI 1', '亚精胺N（1）-乙酰转移酶', '亚精胺\\/精胺N（1）-乙酰转移酶', 'SSAT', '坐']
P23181	['2.3.1.60', '庆大霉素乙酰转移酶I', 'AAC（3）-I', '庆大霉素3-N-乙酰转移酶', '氨基糖苷N（3）-乙酰转移酶I']
P0A8V9	['脂肪酸代谢调节蛋白']
Q92993	['组蛋白乙酰转移酶KAT5', 'HTATIP', '赖氨酸乙酰转移酶5', '组蛋白乙酰转移酶HTATIP', '60kDa Tat相互作用蛋白', '提示60', 'cPLA（2）-相互作用蛋白', '2.3.1.48', 'HIV-1 Tat相互作用蛋白']
Q8ZPC0	['乙酰转移酶', 'EC 2.3.1-']
O32248	['非特征N-乙酰转移酶YvbK', '2.3.1.-']
Q9R381	['氨基糖苷N（6’）-乙酰转移酶1型', '氨基糖苷抗性蛋白', '2.3.1.82', 'AAC（6’）-Iy']
Q81EE4	['酰基辅酶A水解酶', 'EC 3.1.2.20']
P44886	['3.1.2.-', '非特征酰基辅酶A硫酯水解酶HI_0827']
Q9F6D4	['朱', '2.3.1.180', 'β-酮酰基ACP合成酶III', '卡斯三世', '3-氧酰基-[酰基载体蛋白]合酶3', '3-氧酰基-[酰基载体蛋白]合酶III']
P9WJM7	['霉硫醇合酶', 'MSH乙酰转移酶', '2.3.1.189', '霉硫醇乙酰转移酶']
Q92830	['组蛋白乙酰转移酶GCN5', '氨基酸合成蛋白5-like 2的一般控制', 'HGCN5', 'GCN5L2', 'GCN5', 'STAF97', 'HsGCN5', '组蛋白乙酰转移酶KAT2A', '赖氨酸乙酰转移酶2A', '2.3.1.48']
Q9KEQ1	['酰基辅酶A水解酶']
Q92831	['赖氨酸乙酰转移酶2B', '组蛋白乙酰转移酶KAT2B', 'P\\/CAF', '2.3.1.48', '组蛋白乙酰化酶', 'P300\\/CBP相关因素', 'PCAF', '组蛋白乙酰转移酶']
P9WNP5	['DHNA-CoA合酶', '4.1.3.36', '1,4-二羟基-2-萘酰-CoA合酶']
Q9LCX9	['柠檬酸合成酶']
Q47764	['Aac（6’）-Ii蛋白']
P39135	["4'-磷酸泛乙烯基转移酶sfp", '表面蛋白合酶激活酶', 'lpa-8', '2.7.8.-']
Q9HYX1	['非特征蛋白质']
P43886	['丝氨酸乙酰转移酶', '2.3.1.30', '坐']
O34002	['西西', '2.3.3.5', '2-甲基柠檬酸合酶', '2-MCS', '柠檬酸合成酶', '（2S，3S）-2-甲基柠檬酸合酶']
Q04416	['fcbC1', '4-羟基苯甲酰辅酶A硫代酯酶', '3.1.2.23', '4-HBA-CoA硫酯酶']
P0ACC7	['伊亚', '双功能蛋白GlmU']
P10724	['5.1.1.1', '达尔', '丙氨酸消旋酶']
Q01468	['4-OT', '5.3.2.6', '4-草酰胆酸互变异构酶', '2-羟基粘液酸互变异构酶']
P19367	['己糖激酶-1', '脑型己糖激酶', '香港I', '2.7.1.1', '己糖激酶Ⅰ型']
P26276	['PMM\\/PGM', '磷酸甘露突变酶\\/磷酸葡萄糖变位酶', '5.4.2.2']
P54716	["麦芽糖-6'-磷酸葡萄糖苷酶", '马拉', '6-磷酸-α-D-葡萄糖苷酶', '3.2.1.122', '6-磷酰-O-α-D-吡喃葡萄糖苷：磷酸葡萄糖水解酶', 'glv-1', 'glvG']
P17169	['葡萄糖胺-6-磷酸合酶', '谷氨酰胺——果糖-6-磷酸转氨酶[异构化]', '磷酸己糖转氨酶', '格法特', '2.6.1.16', 'D-果糖-6-磷酸酰胺转移酶', 'L-谷氨酰胺-D-果糖-6-磷酸酰胺转移酶']
Q9X108	['3.2.1.86', '6-磷酸-β-葡萄糖苷酶BglT']
P06744	['NLK', '神经列金', '菲', '磷酸葡萄糖异构酶', '磷酸己糖异构酶', 'AMF', 'SA-36', '5.3.1.9', '自分泌运动因子', 'PGI', '精子抗原36', 'GPI', '葡萄糖-6-磷酸异构酶']
Q08881	['白细胞介素-2诱导型T细胞激酶', 'T细胞特异性激酶', 'IL-2诱导型T细胞激酶', '急诊室', '激酶EMT', '2.7.10.2', '莱克', '酪氨酸蛋白激酶Lyk', '酪氨酸蛋白激酶ITK\\/TSK']
P43405	['脾酪氨酸激酶', 'p72 Syk', '2.7.10.2', '酪氨酸蛋白激酶']
P49137	['MAPK活化蛋白激酶2', 'MAP激酶活化蛋白激酶2', '2.7.11.1']
P48736	['2.7.1.153', '磷脂酰肌醇4,5-二磷酸3-激酶110 kDa催化亚基γ', '磷脂酰肌醇4,5-二磷酸3-激酶催化亚单位γ亚型', '丝氨酸\\/苏氨酸蛋白激酶PIK3CG', 'PtdIns-3激酶亚单位p110γ', 'PI3激酶亚单位γ', 'p110gamma', 'p120-PI3K', '磷酸肌醇-3-激酶催化γ多肽']
Q04759	['2.7.11.13', 'nPKCθ', 'PRKCT', '蛋白激酶Cθ型']
P43403	['Syk相关酪氨酸激酶', 'SRK', '2.7.10.2', '酪氨酸蛋白激酶ZAP-70', '70kDa zeta链相关蛋白']
Q8I814	['推测的蝶呤还原酶2']
P48449	['居屋', '氧化角鲨烯——羊毛甾醇环化酶', 'OSC', '羊毛甾醇合酶', '5.4.99.7', '2,3-环氧角鲨烯——羊毛甾醇环化酶']
P20231	['类胰蛋白酶-2', '类胰蛋白酶II', '3.4.21.59', 'TPS2', '类胰蛋白酶β-2']
P25052	['4-氨基-5-氨基甲基-2-甲基嘧啶水解酶', '3.5.99.2', '硫胺酶II', '氨基嘧啶氨基水解酶']
P55882	['2.7.1.49', 'HMP磷酸激酶', '羟甲基嘧啶激酶', 'HMP-P激酶', '羟甲基嘧啶磷酸激酶', 'HMP激酶', 'HMPP激酶', '羟甲基嘧啶\\/磷酸甲基嘧啶激酶']
P08337	['8-氧代-dGTPase', '突变蛋白', 'dGTP焦磷酸水解酶', '3.6.1.55', '7,8-二氢-8-氧胍三磷酸酶', '8-氧代-dGTP二磷酸酶']
P95468	['海协', '芳香族氨基酸转氨酶', '2.6.1.57']
Q75WK2	['转氨酶']
P16184	['1.5.1.3', '二氢叶酸还原酶']
P50607	['Tubby蛋白同系物']
P34913	['双功能环氧化物水解酶2', '切赫', '3.3.2.10']
O34453	['yflM', '一氧化氮合酶加氧酶', '1.14.13.165', '类一氧化氮蛋白']
P0A884	['TS', '2.1.1.45', '胸苷酸合酶']
Q9K578	['FEZ-1蛋白']
O08498	['废话', 'CHbetaL-1', 'B类碳青霉烯酶BlaB-1', '3.5.2.6', '碳青霉烯水解β-内酰胺酶BlaB-1']
P52700	['β-内酰胺酶II型', '3.5.2.6', '金属β-内酰胺酶L1', '青霉素酶']
P26918	['3.5.2.6', 'β-内酰胺酶']
Q9KKU4	['有机抗过氧化氢蛋白，推测']
Q16706	['α-甘露糖苷酶2', '玛娜2', '阿曼二世', '老二', '3.2.1.114', '甘露糖苷酶α2A类成员1', '甘露糖低聚糖1,3-1,6-α-甘露糖苷酶', '高尔基α-甘露糖苷酶II']
P50897	['3.1.2.22', '棕榈酰蛋白硫酯酶1', '棕榈酰蛋白水解酶1', 'PPT-1', '幻灯片演示文件']
Q9I7A8	['3.5.1.88', 'PDF', '肽去甲酰化酶', '多肽去甲酰化酶']
P28305	['4-氨基-4-脱氧胆酸裂解酶', 'ADCL', '4.1.3.38', '氨基脱氧胆酸裂解酶', 'ADC裂解酶']
Q8ZNF3	['UDP-Ara4O氨基转移酶', 'pbgP', '多粘菌素抗性蛋白', "UDP-（β-L-苏氨酸-五吡喃基-4'-二磷酸果糖）转氨酶", 'UDP-4-氨基-4-脱氧-L-阿拉伯糖转氨酶', 'UDP-4-氨基-4-脱氧-L-阿拉伯糖-氧谷氨酸转氨酶', 'pmrH', 'pbgP1', '2.6.1.87']
P16932	['4.1.1.64', '2,2-二烷基甘氨酸脱羧酶', 'DGD']
A0A0H3K1U2	['3-羟基-3-甲基戊二酰辅酶A合酶']
P96622	['3.1.27.-', '伊迪斯', 'MazF bs', '内毒素', '内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切内切', 'mRNA干扰酶MazF-bs', '马自夫', '内切酶']
P43457	['钠ATP酶蛋白脂类成分', '新界北', 'V型钠ATP酶亚单位K', 'Na（+）-转位atp酶亚基K']
Q9UKQ2	['eMDC II', '类金属蛋白酶、类去整合素和富含半胱氨酸的蛋白L', '附睾金属蛋白酶样、去整合素样和富含半胱氨酸的蛋白质II', 'MDC-L', '含去整合素和金属蛋白酶结构域的蛋白质28', 'MDCL', 'ADAM23', '亚当28', '3.4.24.-']
Q00535	['CDKN5', '细胞周期素依赖性样激酶5', '2.7.11.1', 'Tau蛋白激酶Ⅱ催化亚单位', '细胞分裂蛋白激酶5', 'TPKII催化亚基', '丝氨酸\\/苏氨酸蛋白激酶PSSALRE']
P06493	['细胞分裂控制蛋白2同源物', 'p34蛋白激酶', 'CDK1', '细胞周期蛋白依赖激酶1', '2.7.11.22', '细胞分裂蛋白激酶1', 'CDC2', 'CDKN1', 'P34CDC2', 'CDC28A']
Q15078	['CDK5激活剂1', '细胞周期素依赖激酶5调节亚单位1', 'TPKII调节亚单位', '细胞周期素依赖性激酶5激活剂1', 'NCK5A', 'CDK5R']
Q5SIR5	['5.3.1.6', '磷异构酶A', '（墨西哥）革命制度党', '核糖-5-磷酸异构酶A']
Q84CU3	['ADP核糖焦磷酸酶']
P24630	['gsa', '谷氨酸-1-半醛2,1-氨基变位酶', 'GSA-AT', '谷氨酸-1-半醛转氨酶', '5.4.3.8']
P26397	['CDP葡萄糖4,6-脱水酶', '4.2.1.45']
P13639	['EF-2', '延伸系数2', 'EF2']
P0A9S1	['乳酸醛还原酶', '丙二醇氧化还原酶', '1.1.1.77']
Q9NXA8	['调节蛋白SIR2同源物5', '3.5.1.-', 'SIR2样蛋白5', 'NAD依赖性蛋白脱酰酶sirtuin-5，线粒体', 'SIR2L5']
P00438	['对羟基苯甲酸羟化酶', '1.14.13.2', '4-羟基苯甲酸-3-单加氧酶']
P45799	['3.6.1.-', '伊尔夫', 'ADP化合物水解酶']
Q9NTG7	['SIR2L3', 'NAD依赖性蛋白脱乙酰酶sirtuin-3，线粒体', 'hSIRT3', '3.5.1.-', '调节蛋白SIR2同源物3', 'SIR2样蛋白3']
P37700	['EGCCG', '3.2.1.4', '内切葡聚糖酶G', '纤维素酶G', '内切-1,4-β-葡聚糖酶G']
P19424	['内切葡聚糖酶', '碱性纤维素酶', '内切-1,4-β-葡聚糖酶', '3.2.1.4']
P96945	['糖基转移酶']
P0ABP8	['PNP', '嘌呤核苷磷酸化酶DeoD型', '肌苷磷酸化酶', '2.4.2.1', '幼仔']
P20035	['次黄嘌呤鸟嘌呤黄嘌呤磷酸核糖转移酶', '2.4.2.22', 'HGPRT']
P46859	['葡萄糖酸激酶2', '2.7.1.12', '耐热葡萄糖酸激酶']
P61322	['外膜脂蛋白', '哼哼']
P35080	['Profilin-2', 'Profilin II']
P61320	['ychC', '外膜脂蛋白', '哼哼']
A9CJ63	['非特征蛋白质']
A0A2U2H3H7	['丝氨酸乙酰转移酶']
Q734I1	['转录调节因子']
Q5LRQ9	['ABC转运蛋白，周质基质结合蛋白']
A0A6L7H165	['2.2.1.1', '转酮酶']
Q92930	['Ras相关蛋白Rab-8B']
P12497	['Gag-Pol多蛋白', 'Pr160Gag Pol']
P0AE18	['3.4.11.18', '肽酶M', '地图', '蛋氨酸氨基肽酶']
P20248	['细胞周期蛋白A', '细胞周期蛋白A2', '思科认证网络工程师', 'CCN1']
P32947	['脂肪酶3', '胆固醇酯酶', '3.1.1.3']
Q9BZX2	['2.7.1.48', '胞苷单磷酸激酶2', '尿苷单磷酸激酶2', '睾丸特异性蛋白TSA903', '尿苷胞苷激酶2', 'UCK 2', 'UMPK']
P04585	['Gag-Pol多蛋白', 'Pr160Gag Pol']
Q6UWN8	['丝氨酸蛋白酶抑制剂Kazal 6型', '激肽释放酶抑制剂']
P07858	['组织蛋白酶B', '3.4.22.1', '应用程序', 'CPSB', '应用程序分泌酶', '组织蛋白酶B1']
P0A7D4	['天冬氨酸连接酶', '阿德克', '6.3.4.4', '腺苷酸琥珀酸合成酶', '氨酶']
Q9U8D3	['天冬氨酸连接酶', '腺苷酸琥珀酸合成酶', '6.3.4.4', '氨酶']
Q27743	['L-乳酸脱氢酶', '乳酸脱氢酶-P', '1.1.1.27']
P26281	['HPPK', '7,8-二氢-6-羟甲基蝶呤焦磷酸激酶', 'PPPK', '2.7.6.3', '6-羟甲基-7,8-二氢叶黄素焦磷酸激酶', '2-氨基-4-羟基-6-羟甲基二氢蝶呤焦磷酸激酶']
P27017	['脂肪族酰胺酶表达调节蛋白']
P05364	['3.5.2.6', '头孢菌素酶', 'β-内酰胺酶']
P14489	['pse2', 'β-内酰胺酶OXA-10', 'β-内酰胺酶PSE-2', '3.5.2.6', 'oxa10']
P0AET8	['7-α-羟基类固醇脱氢酶', 'hsdH', '1.1.1.159', '7-α-HSDH']
Q51792	['5.3.3.17', '反式-2,3-二氢-3-羟基邻氨基苯甲酸异构酶', '吩嗪\\/绿菁生物合成蛋白PhzF']
P0A433	['磷酸三酯酶', '对硫磷水解酶', '私人有限公司', '3.1.8.1']
P0A434	['磷酸三酯酶', '对硫磷水解酶', '私人有限公司', '3.1.8.1']
P05020	['3.5.2.3', 'DHOase公司', '二氢乳糖酶']
P26602	['4.1.3.40', '支链丙酮酸裂解酶', '氯']
P04190	['β-内酰胺酶2', 'β-内酰胺酶II', '青霉素酶', '头孢菌素酶', '3.5.2.6']
P45563	['PNP II', 'pndA', '黄嘌呤磷酸化酶', '嘌呤核苷磷酸化酶II', '嘌呤核苷磷酸化酶2', '2.4.2.1', '肌苷鸟苷磷酸化酶']
Q46509	['钼铁硫蛋白', '醛氧化还原酶', '1.2.99.7']
P33247	['4.2.1.129', '角鲨烯-霍帕醇环化酶', '角鲨烯-霍普烯环化酶']
P09668	['组织蛋白酶原H', 'CPSB']
Q9X0D0	['咪唑乙酰磷酸转氨酶', '组氨酸磷酸转氨酶', '2.6.1.9']
P19938	['2.6.1.21', '达特', 'D-丙氨酸转氨酶', 'D-天冬氨酸转氨酶', 'D-氨基酸转氨酶', 'D-氨基酸转氨酶']
Q56232	['阿斯帕特', '天冬氨酸转氨酶', '转氨酶A', '2.6.1.1']
P22256	['GABA-AT', '4-氨基丁酸氨基转移酶', 'GABA转氨酶', '谷氨酸：琥珀酸半醛转氨酶', 'L-AIBAT', 'γ-氨基丁酸转氨酶', '2.6.1.19', '氨基丁酸转氨酶', '（S） -3-氨基-2-甲基丙酸转氨酶']
Q00169	['PI-TP-alpha', 'PITPN', '磷脂酰肌醇转移蛋白α亚型']
P15879	['2.4.2.-', '单ADP核糖转移酶C3', '外酶C3']
P00959	['蛋氨酸-tRNA连接酶', '甲硫酰tRNA合成酶', '6.1.1.10', '地铁']
P08581	['HGF\\/SF受体', '2.7.10.1', '散射因子受体', 'HGF受体', 'SF受体', '原癌基因c-Met', '酪氨酸蛋白激酶', '肝细胞生长因子受体']
Q02750	['PRKMK1', 'MAP激酶激酶1', 'MAPK\\/ERK激酶1', '2.7.12.2', 'MEK1', 'MEK 1', '双特异性丝裂原活化蛋白激酶1', 'ERK激活激酶1']
P77150	['吡哆胺激酶', '2.7.1.35', 'ydgS', 'PM激酶']
P19080	['脊索状变位酶', '5.4.99.5', '厘米']
Q9RRU8	['AI-2合成蛋白', '4.4.1.21', 'S-核糖同型半胱氨酸裂解酶', '自诱导因子-2产生蛋白LuxS']
Q57366	['二甲基亚砜\\/三甲胺N-氧化物还原酶', 'dsrA', '1.7.2.3', '二甲基亚砜还原酶']
P32119	['硫氧还蛋白依赖的过氧化物还原酶1', 'NKEF-B', '硫氧还蛋白过氧化物酶1', '巯基特异性抗氧化蛋白', '1.11.1.15', 'PRP', '自然杀伤细胞增强因子B', 'NKEFB', 'TDPX1', '运输安全管理局', '过氧化物酶氧还蛋白-2']
Q8NX78	['pdf1', 'def1', 'PDF', '3.5.1.88', '多肽去甲酰化酶', '肽去甲酰化酶']
Q9ZIV5	['丙二酰胺酶E2']
Q9FD87	['合成酶']
P84124	['渗透诱导蛋白C']
P52699	['β-内酰胺酶IMP-1', '青霉素酶', '布莱姆', 'β-内酰胺酶II型', '3.5.2.6']
Q79MP6	['β-内酰胺酶', '布莱斯', '接口信息处理器', '小鬼', '3.5.2.6', '小鬼']
P39126	['IDH', 'NADP（+）-特异性ICDH', '国内流离失所者', '异柠檬酸脱氢酶[NADP]', '1.1.1.42', '草酰琥珀酸脱羧酶', 'citC']
Q9UJM8	['羟酸氧化酶1', '乙醇酸氧化酶', '戈克斯', '1.1.3.15', 'HAOX1', 'GOX1']
P36873	['蛋白磷酸酶1C催化亚单位', '3.1.3.16', '丝氨酸\\/苏氨酸蛋白磷酸酶PP1γ催化亚单位', 'PP-1G']
P12070	['木糖异构酶', '5.3.1.5']
P56868	['谷氨酸消旋酶', '5.1.1.3']
O07015	['Sigma因子SigB调节蛋白RsbQ', 'yvfQ']
P0A793	['天冬氨酸1-脱羧酶', '4.1.1.11', '天冬氨酸α脱羧酶']
Q9FCA6	['1.14.21.7', '细胞色素P450 158A2', '双歧灵合酶CYP158A2', 'CYP158A2']
P09012	['U1 snRNP A', 'U1小核核糖核蛋白A']
P30418	['2.3.1.97', '甘氨酰肽N-十四烷酰转移酶', '神经网络机器翻译', '肽N-肉豆蔻酰转移酶', '肉豆蔻酰辅酶A：蛋白质N-肉豆蔻酰转移酶']
O60551	['2.3.1.97', 'II型N-肉豆蔻酰转移酶', '甘氨酰肽N-十四烷酰转移酶2', '肉豆蔻酰辅酶A：蛋白质N-肉豆蔻酰转移酶2', 'NMT 2', '肽N-肉豆蔻酰转移酶2']
P07071	['49.1', '55.11\\/55.13', '1.17.4.2', '厌氧核糖核苷三磷酸还原酶', '纽约州立大学']
P0ABE7	['可溶性细胞色素b562', '细胞色素b-562']
Q6UWM7	['KLPH', '乳糖酶样蛋白', 'Klotho\\/乳糖酶根皮苷水解酶相关蛋白']
P04053	['末端转移酶', 'DNA核苷酸转移酶', 'TDT', '2.7.7.31', '末端脱氧核苷酸转移酶', '末端加成酶']
Q9UBQ6	['外显相关蛋白2', 'α-1,4-N-乙酰氨基己糖基转移酶EXTL2', 'Alpha GalNAcT EXTL2', '2.4.1.223', '外向型', '外生骨疣样2', '葡萄糖醛酸半乳糖基蛋白聚糖4-α-N-乙酰氨基葡萄糖转移酶']
Q16222	['UDP-N-乙酰己糖胺焦磷酸化酶', 'SPAG2', 'AGX', 'X抗原', '精子相关抗原2']
P27828	['UDP-N-乙酰氨基葡萄糖2-差向异构酶', 'rffE', '5.1.3.14', 'UDP-GlcNAc-2-差异构酶', 'yifF', '噬菌体N4吸附蛋白C', 'nfrC']
P16442	['岩藻糖基糖蛋白3-α-半乳糖基转移酶', '组织血型A转移酶', '岩藻糖基糖蛋白α-N-乙酰半乳糖胺基转移酶', '组织血型ABO系统转移酶', '糖蛋白岩藻糖基半乳糖苷α-半乳糖基转移酶', '组织血型B转移酶', 'B转移酶', '纳加特', '转移酶', '糖蛋白岩藻糖基半乳糖苷α-N-乙酰半乳糖胺基转移酶']
P17443	['2.4.1.227', '十一碳烯基PP MurNAc五肽UDPGlcNAc-GlcNAc转移酶', 'UDP-N-乙酰葡萄糖胺--N-乙酰壁酰-（五肽）焦磷酰十一烯醇N-乙酰葡萄糖胺转移酶']
Q84FH6	['脊索状变位酶', '5.4.99.5', '阿罗格']
Q99470	['基质细胞衍生因子2', 'SDF-2']
P22513	['糖体甘油醛-3-磷酸脱氢酶', '1.2.1.12', 'GAPDH']
P0A794	["吡哆醇5'-磷酸合酶", 'PNP合酶', '2.6.99.2']
Q820S6	['链A，紫铜蛋白亚硝基蓝蛋白']
P01112	['p21ras', 'GTPase HRA', '哈拉斯', '转化蛋白p21', 'H-Ras-1', 'HRA1', 'c-H-ras']
Q56313	['3.6.4.12', 'Holliday连接ATP依赖性DNA解旋酶RuvB']
P32890	['ltpB', 'LT-B，猪', 'LTP-B', '不耐热肠毒素B链']
P01556	['类霍乱', '托克斯', '霍乱肠毒素B链', '霍乱肠毒素γ链', '霍乱肠毒素B亚单位']
O66529	['6,7-二甲基-8-三硝基脲嗪合酶', '2.5.1.78', 'DMRL合酶']
P07339	['组织蛋白酶D', '3.4.23.5', 'CPSD']
Q9NPB1	['DNT2', '5’（3’）-脱氧核糖核酸酶，线粒体', '3.1.3.-', "5'，3'-核苷酸酶，线粒体", 'dNT-2', "脱氧-5'-核苷酸酶2"]
O82839	['淀粉酶']
P09598	['磷脂酰胆碱胆碱酯酶', '蜡溶素A', '3.1.4.3', '磷脂酶C', '可编程逻辑控制器']
P07773	['邻苯二酚1,2-双加氧酶', '1,2-CTD', '1.13.11.1']
P06608	['L-ASNase', 'L-天冬酰胺酶', '3.5.1.1', 'L-天冬酰胺氨基水解酶', 'asn']
P0A094	['萨诺斯', '一氧化氮合酶加氧酶', '1.14.13.165', '类一氧化氮蛋白']
Q93UV9	['蛋白酶']
P29422	['1.11.1.6', '过氧化氢酶']
P33221	['GAR转化酶2', 'GART 2', '甲酸依赖型GAR转化酶', "5'-磷酸核糖甘氨酸酰胺转化酶2", '2.1.2.-', '磷酸核糖甘氨酸酰胺甲酰转移酶2']
P08179	['加特', "5'-磷酸核糖甘氨酸酰胺转化酶", 'GAR转化酶', '2.1.2.2', '磷酸核糖甘氨酸酰胺甲酰转移酶']
P13507	['麦芽四糖形成外淀粉酶', '麦芽四糖形成淀粉酶', '3.2.1.60', '葡聚糖1,4-α-麦芽三羟化酶', '外麦芽糖特曲羟化酶', 'G4淀粉酶']
Q08751	['新普鲁兰酶2', 'TVA II', '3.2.1.135', 'α-淀粉酶II']
P28593	['锥虫硫酮还原酶', 'N（1），N（8）-双（谷胱甘肽）亚精胺还原酶', '1.8.1.12', 'TR']
P29208	['邻琥珀酰苯甲酸合酶', '邻琥珀酰苯甲酸合酶', '4.2.1.113', "4-（2'-羧基苯基）-4-氧丁酸合酶", 'OSB合成酶']
Q47Q21	['邻琥珀酰苯甲酸合酶', '邻琥珀酰苯甲酸合酶', '4.2.1.113', "4-（2'-羧基苯基）-4-氧丁酸合酶", 'OSB合成酶']
P74334	['二恶英1', "类胡萝卜素-15,15'-加氧酶", "8'-载脂蛋白-β-胡萝卜素15,15'-加氧酶", 'ACO']
P16112	['硫酸软骨素蛋白多糖1', 'CSPG1', '聚集蛋白聚糖核心蛋白', 'AGC1', 'MSK16', 'CSPCP', '软骨特异性蛋白多糖核心蛋白', '硫酸软骨素蛋白多糖核心蛋白1']
P13376	['PGI-B', 'PHI-B', '磷酸葡萄糖异构酶B', '葡萄糖-6-磷酸异构酶B', '5.3.1.9', '磷酸己糖异构酶B', 'GPI B']
P0ACB2	['ncf', '阿拉德', 'δ-氨基乙酰丙酸脱水酶', '疏孔素原合酶', '4.2.1.24']
P17900	['GM2-AP', '脑苷硫酸激活蛋白', 'SAP-3', '鞘脂激活蛋白3', '神经节苷脂GM2激活剂']
P25105	['PAFR', 'PAF-R', '血小板活化因子受体']
Q53ZE5	['1.3.98.1', '二氢乳清酸脱氢酶A（富马酸）', 'DHOD A']
P00362	['NAD依赖性甘油醛-3-磷酸脱氢酶', '甘油醛-3-磷酸脱氢酶', '1.2.1.12', 'GAPDH']
Q59931	['甘油醛-3-磷酸脱氢酶[NADP（+）]', '非磷酸化甘油醛3-磷酸脱氢酶', '1.2.1.9', 'NADP依赖的甘油醛-3-磷酸脱氢酶', '磷酸丙糖脱氢酶']
P0A9B2	['GAPDH-A', '1.2.1.12', '甘油醛-3-磷酸脱氢酶A', 'NAD依赖性甘油醛-3-磷酸脱氢酶']
P68638	['VCP', '28kDa蛋白', '蛋白C3', '补体控制蛋白C3', '分泌蛋白35']
P04958	['3.4.24.68', '破伤风毒素', 'Tentoxylysin']
P59846	['瓜氨酸天冬氨酸连接酶', '6.3.4.5', '精氨琥珀酸合酶']
P06820	['神经氨酸酶', '3.2.1.18']
P22939	['法尼基二磷酸合酶', 'FPP合酶', '杰拉尼转移酶', '2.5.1.10', '（2E，6E）-法尼基二磷酸合酶']
P58758	['反式玉米素产生蛋白', '2.5.1.27', '腺苷酸二甲基烯丙基转移酶', '二甲基烯丙基转移酶', '异戊烯基转移酶']
P16384	['trpX', 'IPP转移酶', 'IPPT', '二甲基烯丙基转移酶', '异戊烯基二磷酸：tRNA异戊烯基转移酶', '2.5.1.75', 'DMATase', 'DMAPP:tRNA二甲基烯丙基转移酶', 'IPTase', '二甲基烯丙基二磷酸：tRNA二甲基烯丙基转移酶']
P12995	['二氨基苯甲酸合酶', '7,8-二氨基壬酸合酶', '氨基转移酶', '腺苷甲硫氨酸-8-氨基-7-氧酮酸转氨酶', '丹斯', '达帕', '7,8-二氨基苯甲酸转氨酶', '2.6.1.62']
P43777	['HPPK', '7,8-二氢-6-羟甲基蝶呤焦磷酸激酶', 'PPPK', '2.7.6.3', '6-羟甲基-7,8-二氢叶黄素焦磷酸激酶', '2-氨基-4-羟基-6-羟甲基二氢蝶呤焦磷酸激酶']
P20906	['苯甲酰甲酸脱羧酶', 'BFD', '4.1.1.7']
P11444	['5.1.2.2', '扁桃酸消旋酶', '先生']
