C0000886	['棘细胞', '棘红细胞', '刺激细胞']
C2247125	[]
C2247158	['Rpd3L复合体']
C2247240	[]
C2247248	[]
C2247519	[]
C2247583	[]
C2247584	[]
C2247585	['隔离膜']
C2247628	[]
C2247635	[]
C2247637	[]
C2247660	['PKS']
C2247661	['II型蛋白激酶', 'II型聚酮合酶']
C2247662	['III型蛋白激酶', 'III型聚酮合酶']
C2247678	[]
C2247679	[]
C2247792	['增强体']
C2247834	[]
C2247835	[]
C2247866	[]
C2247868	['磷脂酰肌醇3-激酶复合物I']
C2247869	[]
C2247871	[]
C2248020	['入侵足', '侵入体', '足体', '足体', '足小体']
C2248029	[]
C2248049	[]
C2248050	[]
C2248325	[]
C2248326	[]
C2248596	[]
C2248597	[]
C2248598	[]
C2248599	[]
C2248600	[]
C2248679	[]
C2248765	[]
C2248766	[]
C2248767	['钳装机复合体']
C2248768	[]
C2248774	[]
C2248777	[]
C2248891	[]
C2248942	[]
C2253855	[]
C2255950	[]
C2259896	[]
C2259897	[]
C2262697	['皮质微管']
C2262698	[]
C2262704	[]
C2262705	['病毒粒子膜']
C2262706	['内体循环室', 'ERC', '再循环内体']
C2262707	[]
C2262708	['毛囊肿']
C2262709	['周质鞭毛']
C2262713	['共质体']
C2262720	[]
C2262721	[]
C2262743	[]
C2262786	[]
C2262843	[]
C2262845	[]
C2262847	[]
C2262849	[]
C2262850	[]
C2262852	[]
C2262853	[]
C2262856	[]
C2262857	['环']
C2262858	[]
C2262859	[]
C2262860	['环空']
C2262861	[]
C2262862	[]
C2262863	[]
C2262864	[]
C2262866	[]
C2262867	[]
C2262869	[]
C2262942	[]
C2262962	['细胞极']
C2262973	[]
C2262980	[]
C2263015	[]
C2263018	[]
C2263045	[]
C2263046	[]
C2263047	[]
C2263051	[]
C2263052	[]
C2263053	[]
C2263054	[]
C2263081	[]
C2263082	[]
C2263083	[]
C2263084	['PTPC']
C2263086	['CBC']
C2263087	[]
C2263088	[]
C2263089	['细胞芽']
C2263090	[]
C2263091	[]
C2263093	[]
C2263094	[]
C2263096	[]
C2263097	[]
C2263452	[]
C2263453	[]
C2265212	[]
C2265213	[]
C2265214	[]
C2265215	[]
C2265216	[]
C2265232	[]
C2265257	[]
C2265258	[]
C2265259	[]
C2265260	[]
C2265261	[]
C2265274	['细胞质病灶']
C2265348	[]
C2265420	[]
C2265456	[]
C2265491	[]
C2265492	[]
C2265493	['色心']
C2265494	[]
C2265579	['D体']
C2265760	[]
C2265761	[]
C2265763	['C区']
C2265789	[]
C2265809	[]
C2265810	[]
C2265811	[]
C2265812	[]
C2266171	[]
C2266172	['曼恩商用车公司']
C2266173	[]
C2322608	[]
C2322638	[]
C2322668	[]
C2322725	[]
C2322731	[]
C2322748	[]
C2322766	[]
C2322780	[]
C2322797	[]
C2322799	[]
C2322820	[]
C2322851	[]
C2322913	[]
C2322931	[]
C2322947	[]
C2322965	[]
C2322966	[]
C2322970	[]
C2322975	[]
C2322976	[]
C2322981	[]
C2323029	[]
C2323033	[]
C2323094	[]
C2323120	[]
C2323171	[]
C2323184	[]
C2323211	[]
C2323215	[]
C2323273	[]
C2323330	[]
C2323350	[]
C2323357	[]
C2323361	[]
C2323406	[]
C2323438	[]
C2323448	[]
C2323465	[]
C2323487	[]
C2323492	[]
C2323499	['造血细胞']
C2323503	[]
C2323550	[]
C2323568	[]
C2323570	[]
C2323576	[]
C2323595	[]
C2323609	[]
C2323619	[]
C2323669	[]
C2323694	[]
C2323768	[]
C2323784	[]
C2323789	[]
C2323818	[]
C2323865	[]
C2323876	[]
C2323890	[]
C2323913	[]
C2323958	[]
C2323969	[]
C2323993	[]
C2324017	[]
C2324019	[]
C2324027	[]
C2324028	[]
C2324045	[]
C2324049	[]
C2324067	[]
C2324104	[]
C2324109	[]
C2324173	[]
C2324195	[]
C2324226	[]
C2324228	[]
C2324229	[]
C2324238	[]
C2324262	[]
C2324343	[]
C2324348	[]
C2324371	[]
C2324444	[]
C2324456	[]
C2324468	[]
C2324490	[]
C2324494	[]
C2324503	[]
C2324509	[]
C2324522	[]
C2324544	[]
C2324611	[]
C2324612	[]
C2324622	[]
C2324639	[]
C2324642	[]
C2324685	[]
C2324751	[]
C2324780	[]
C2324787	[]
C2324839	[]
C2324852	[]
C2324874	[]
C2324876	[]
C2324937	[]
C2324939	[]
C2324943	[]
C2324975	[]
C2324979	[]
C2325022	[]
C2325029	[]
C2325047	[]
C2325127	[]
C2325162	[]
C2325183	[]
C2325187	['晶状体上皮细胞']
C2325209	[]
C2325214	[]
C2325226	[]
C2325279	[]
C2325311	[]
C2325312	[]
C2325342	[]
C2325379	[]
C2325383	[]
C2325384	[]
C2325439	[]
C2325471	['网状核']
C2325536	[]
C2325537	[]
C2325541	[]
C2325557	[]
C2325569	[]
C2325587	[]
C2325592	[]
C2325623	['贝茨细胞', '贝茨细胞']
C2325679	[]
C2325685	[]
C2325751	[]
C2325760	[]
C2325771	[]
C2325822	[]
C2325850	[]
C2325862	[]
C2325885	[]
C2325931	[]
C2325952	[]
C2325970	[]
C2325976	[]
C2326044	[]
C2326109	[]
C2326112	['Onuf核']
C2326115	[]
C2326121	[]
C2326142	[]
C2326151	[]
C2326168	[]
C2326170	[]
C2326171	[]
C2326176	[]
C2326184	[]
C2326233	[]
C2326252	[]
C2326335	[]
C2326383	[]
C2326425	[]
C2326430	[]
C2326432	[]
C2326530	[]
C2326580	[]
C2326594	[]
C2326607	[]
C2326623	[]
C2326632	[]
C2326633	[]
C2326655	[]
C2326658	[]
C2326729	[]
C2326742	[]
C2326743	[]
C2326745	[]
C2326764	[]
C2326796	[]
C2326797	[]
C2326844	[]
C2326883	[]
C2326895	[]
C2326898	[]
C2326918	[]
C2326946	[]
C2326979	[]
C2326983	[]
C2327016	[]
C2327035	[]
C2327049	[]
C2327051	[]
C2327073	[]
C2327104	[]
C2327105	[]
C2327144	[]
C2327153	[]
C2327156	[]
C2327166	[]
C2327175	[]
C2327177	[]
C2327311	[]
C2327375	[]
C2327436	[]
C2327451	[]
C2327465	[]
C2327499	[]
C2327527	[]
C2327592	[]
C2327594	[]
C2327597	[]
C2327620	[]
C2327656	[]
C2327662	[]
C2327673	[]
C2327682	[]
C2327719	[]
C2327729	[]
C2327737	[]
C2327792	['HLA']
C2327814	[]
C2327837	[]
C2327855	[]
C2327878	[]
C2327977	['轴浆']
C2328027	[]
C2328051	[]
C2328068	[]
C2328082	[]
C2328084	[]
C2328087	[]
C2328098	[]
C2328107	[]
C2328153	[]
C2328179	[]
C2328196	[]
C2328210	[]
C2328249	[]
C2328276	[]
C2328286	[]
C2328288	[]
C2328312	[]
C2328324	[]
C2328384	[]
C2328408	[]
C2328445	[]
C2328464	[]
C2328492	[]
C2328498	[]
C2328507	[]
C2328524	[]
C2328544	[]
C2328553	[]
C2328606	[]
C2328623	[]
C2328628	[]
C2328642	[]
C2328655	[]
C2328697	[]
C2328733	[]
C2328771	[]
C2328773	[]
C2328803	[]
C2328822	[]
C2328847	[]
C2328849	[]
C2328882	[]
C2328888	[]
C2328953	[]
C2328956	[]
C2328960	[]
C2328961	['内毛细胞']
C2329007	[]
C2329010	[]
C2329017	[]
C2329053	[]
C2329071	[]
C2329078	[]
C2329103	[]
C2329109	[]
C2329139	[]
C2329143	[]
C2329174	[]
C2329214	[]
C2329225	[]
C2329249	[]
C2329326	[]
C2329330	[]
C2329360	[]
C2329366	[]
C2329382	[]
C2329408	[]
C2329496	[]
C2329553	[]
C2329620	[]
C2329629	[]
C2329701	[]
C2329740	[]
C2329756	[]
C2329763	[]
C2329779	[]
C2329800	[]
C2329862	[]
C2329866	[]
C2329876	[]
C2329893	[]
C2329916	[]
C2329936	[]
C2329974	[]
C2329995	[]
C2330168	[]
C2330207	[]
C2330221	[]
C2330227	[]
C2330271	[]
C2330362	[]
C2330414	[]
C2330431	[]
C2330449	[]
C2330463	[]
C2330475	[]
C2330490	[]
C2330503	[]
C2330523	[]
C2330545	[]
C2330559	[]
C2330614	[]
C2330637	[]
C2330658	[]
C2330671	[]
C2330674	[]
C2330686	[]
C2330695	[]
C2330705	[]
C2330741	[]
C2330748	[]
C2330797	[]
C2330808	[]
C2330822	[]
C2330872	[]
C2330894	['视网膜色素上皮细胞']
C2330898	[]
C2330901	[]
C2330928	[]
C2330930	[]
C2330971	[]
C2330982	['坦尼塞特', 'Tanycytes']
C2331010	[]
C2331019	[]
C2331083	[]
C2331102	[]
C2331109	[]
C2331112	[]
C2331166	[]
C2331170	[]
C2331178	[]
C2331193	[]
C2331222	[]
C2331265	[]
C2331271	[]
C2331294	[]
C2331341	[]
C2331428	[]
C2331467	[]
C2331488	[]
C2331535	[]
C2331594	[]
C2331603	[]
C2331619	[]
C2331640	[]
C2331651	[]
C2331667	[]
C2331699	[]
C2331711	[]
C2331714	[]
C2331717	[]
C2331721	[]
C2331834	[]
C2331888	[]
C2331938	[]
C2331945	[]
C2331946	[]
C2331953	[]
C2331959	[]
C2331996	[]
C2332040	[]
C2332053	[]
C2332076	[]
C2332089	[]
C2332129	[]
C2332214	['细胞片段']
C2332262	[]
C2332313	[]
C2332329	[]
C2332360	[]
C2332365	[]
C2332398	[]
C2332419	[]
C2332462	[]
C2332521	[]
C2332530	[]
C2332550	[]
C2332557	[]
C2332560	[]
C2332614	[]
C2332615	[]
C2332698	[]
C2332708	[]
C2332713	[]
C2332815	[]
C2332839	[]
C2332843	[]
C2332867	[]
C2332876	[]
C2332907	[]
C2332954	[]
C2332971	[]
C2332975	[]
C2332989	[]
C2332996	[]
C2333001	[]
C2333007	[]
C2333021	[]
C2333041	[]
C2333057	[]
C2333064	[]
C2333098	[]
C2333121	[]
C2333134	[]
C2333238	[]
C2333239	[]
C2333240	[]
C2333323	[]
C2333349	[]
C2333350	[]
C2333370	[]
C2333401	[]
C2333402	[]
C2333427	[]
C2333447	[]
C2333471	[]
C2333499	[]
C2333515	[]
C2333538	[]
C2333553	[]
C2333589	[]
C2333606	[]
C2333623	[]
C2333628	[]
C2333635	[]
C2333719	[]
C2333726	[]
C2333830	[]
C2333855	[]
C2333886	[]
C2333889	[]
C2333907	[]
C2333912	[]
C2333924	[]
C2333944	[]
C2333949	['胆碱能神经元', '胆碱能神经元', '胆碱能神经元']
C2333960	[]
C2334011	[]
C2334041	[]
C2334042	[]
C2334089	[]
C2334101	[]
C2334115	[]
C2334159	[]
C2334198	[]
C2334214	[]
C2334269	[]
C2334307	[]
C2334311	[]
C2334323	[]
C2334336	[]
C2334347	[]
C2334370	[]
C2334386	[]
C2334443	[]
C2334514	[]
C2334531	[]
C2334532	[]
C2334580	[]
C2334588	['锥体细胞']
C2334601	[]
C2334654	[]
C2334670	[]
C2334698	[]
C2334730	[]
C2334745	['天体爆炸']
C2334760	[]
C2334767	[]
C2334842	[]
C2334931	[]
C2334993	[]
C2334994	[]
C2335005	[]
C2335026	[]
C2335029	[]
C2335035	[]
C2335066	[]
C2335077	[]
C2335115	[]
C2335118	[]
C2335129	[]
C2335177	[]
C2335231	[]
C2335233	[]
C2335255	[]
C2335260	[]
C2335330	[]
C2335377	[]
C2335398	[]
C2335437	[]
C2335475	[]
C2335490	[]
C2335500	[]
C2335621	[]
C2335622	[]
C2335623	[]
C2335624	[]
C2335653	[]
C2335654	[]
C2335673	[]
C2335679	[]
C2335684	[]
C2335688	[]
C2335706	[]
C2335776	[]
C2335794	[]
C2335813	[]
C2335850	[]
C2335910	[]
C2335912	[]
C2335936	[]
C2335952	[]
C2335965	[]
C2336048	[]
C2336127	[]
C2336145	[]
C2336147	[]
C2336187	[]
C2336229	[]
C2336252	[]
C2336257	[]
C2336322	[]
C2336337	[]
C2336348	[]
C2336402	[]
C2336416	[]
C2336440	[]
C2336460	[]
C2336477	[]
C2336508	[]
C2336523	[]
C2336578	[]
C2336592	[]
C2336600	['线粒体蛋白复合物']
C2336626	[]
C2336632	[]
C2336634	[]
C2336695	[]
C2336699	[]
C2336716	[]
C2336721	[]
C2336790	[]
C2336812	[]
C2336824	[]
C2336825	[]
C2336894	[]
C2336897	[]
C2336898	[]
C2336920	[]
C2336924	[]
C2336931	[]
C2336937	[]
C2336943	[]
C2336974	[]
C2336981	[]
C2336989	[]
C2337030	[]
C2337098	[]
C2337142	[]
C2337177	[]
C2337181	[]
C2337207	[]
C2337234	[]
C2337273	[]
C2337276	[]
C2337324	[]
C2337350	[]
C2337375	[]
C2337416	[]
C2337419	[]
C2337420	[]
C2337431	[]
C2337445	[]
C2337456	[]
C2337466	[]
C2337507	[]
C2337537	[]
C2337543	[]
C2337702	[]
C2337730	[]
C2337734	[]
C2337780	[]
C2337790	[]
C2337812	[]
C2337836	[]
C2337863	[]
C2337882	[]
C2337923	[]
C2337930	[]
C2337989	[]
C2338003	[]
C2338017	['视网膜细胞']
C2338116	[]
C2338142	[]
C2338158	[]
C2338221	[]
C2338232	[]
C2338254	[]
C2338262	[]
C2338276	[]
C2338315	[]
C2338330	[]
C2338339	[]
C2338345	[]
C2338356	[]
C2338378	[]
C2338395	[]
C2338410	[]
C2338436	[]
C2338438	[]
C2338473	[]
C2338487	[]
C2338500	[]
C2338507	[]
C2338514	[]
C2338516	[]
C2338562	[]
C2338568	[]
C2338580	[]
C2338585	[]
C2338609	[]
C2338615	[]
C2338621	[]
C2338638	[]
C2338668	[]
C2338671	[]
C2338699	[]
C2338766	[]
C2338777	[]
C2338778	[]
C2338783	[]
C2338846	[]
C2338858	[]
C2338868	[]
C2338888	[]
C2338897	[]
C2338921	[]
C2338961	[]
C2338967	[]
C2338972	[]
C2338973	[]
C2338981	[]
C2338987	[]
C2339015	[]
C2339058	[]
C2339079	[]
C2339101	[]
C2339111	[]
C2339119	[]
C2339159	[]
C2339178	[]
C2339179	[]
C2339194	[]
C2339234	[]
C2339269	[]
C2339291	[]
C2339300	[]
C2339341	[]
C2339342	[]
C2339371	[]
C2339402	[]
C2339453	[]
C2339462	[]
C2339493	[]
C2339497	[]
C2339502	[]
C2339528	[]
C2339533	[]
C2339561	[]
C2339599	[]
C2339635	[]
C2339657	[]
C2339679	[]
C2339724	[]
C2339763	[]
C2339782	[]
C2339800	[]
C2339847	[]
C2339861	[]
C2339863	[]
C2339921	[]
C2339944	[]
C2339952	[]
C2339961	[]
C2339970	[]
C2339990	[]
C2339995	[]
C2340022	[]
C2340053	[]
C2340121	[]
C2340138	['肝星状细胞', '星状细胞', '肝星形细胞']
C2340140	[]
C2340144	[]
C2340145	[]
C2340176	[]
C2340184	[]
C2340197	[]
C2340262	[]
C2340275	[]
C2340284	[]
C2340307	[]
C2340312	[]
C2340314	[]
C2340337	[]
C2340367	[]
C2340402	[]
C2340419	[]
C2340471	[]
C2340500	[]
C2340517	[]
C2340531	[]
C2340535	[]
C2340574	[]
C2346445	[]
C2346525	[]
C2346526	[]
C2346539	['16p11']
C2346540	[]
C2346541	[]
C2346543	['3p21。31']
C2346544	['4q28']
C2346552	['6p21。33']
C2346553	[]
C2346554	[]
C2346555	[]
C2346881	[]
C2346885	[]
C2346933	[]
C2346934	[]
C2346935	[]
C2346937	[]
C2346938	[]
C2347257	[]
C2347293	[]
C2347347	[]
C2347368	[]
C2347433	['脂肪源性再生细胞', 'ADRC']
C2348032	['CIK细胞', '细胞因子诱导的杀伤细胞', '细胞因子诱导的杀伤细胞']
C2348033	[]
C2348359	[]
C2348423	[]
C2348928	[]
C2349140	['WT1致敏T细胞']
C2349164	[]
C2349679	[]
C2350052	[]
C2350150	[]
C2350151	[]
C2350175	['红系祖细胞']
C2350243	[]
C2350244	[]
C2350245	[]
C2350246	[]
C2350247	[]
C2350248	['血管母细胞']
C2350249	[]
C2350297	[]
C2350307	['细胞衍生微粒', '细胞衍生微粒', '循环微粒', '外体', '细胞外微泡', '微粒子', '微泡', '微泡']
C2350308	[]
C2350331	['视网膜神经元']
C2350332	['外来体', '外来体', '外质体', '胞外外外体']
C2350423	['宝石']
C2350466	['自然杀伤T细胞', '自然杀伤T细胞', 'NKT细胞', 'NKT细胞']
C2350467	['墨水池', '墨水细胞', '不变自然杀伤T细胞', '不变自然杀伤T细胞']
C2350468	[]
C2350623	[]
C2350826	[]
C2350827	[]
C2350831	['视网膜光感受器']
C2355611	[]
C2359880	[]
C2359895	[]
C2360256	[]
C2360310	[]
C2360312	[]
C2360583	[]
C2362002	[]
C2362006	[]
C2362027	[]
C2362047	[]
C2362084	[]
C2362091	[]
C2362797	[]
C2363032	[]
C2369073	[]
C2599203	[]
C2599661	[]
C2599784	[]
C2599785	[]
C2599885	[]
C2599947	['PCA-1']
C2603381	['CD135']
C2608015	[]
C2610218	[]
C2610231	[]
C2610337	[]
C2610479	[]
C2610534	['受精囊']
C2610535	[]
C2610536	[]
C2610566	['蛋黄']
C2610567	['卵黄血浆']
C2610630	[]
C2610631	['蔗糖酶-异麦芽糖酶复合物']
C2610632	[]
C2610634	[]
C2610635	[]
C2610639	[]
C2610641	[]
C2610642	[]
C2610643	[]
C2610648	[]
C2610649	[]
C2610650	[]
C2610651	[]
C2610652	[]
C2610653	[]
C2610654	[]
C2610655	[]
C2610656	[]
C2610657	[]
C2610658	[]
C2610659	[]
C2610671	[]
C2610672	[]
C2610673	[]
C2610674	[]
C2610675	[]
C2610676	[]
C2610677	[]
C2610678	[]
C2610679	[]
C2610680	[]
C2610681	[]
C2610682	[]
C2610683	[]
C2610684	[]
C2610685	[]
C2610686	[]
C2610687	[]
C2610688	[]
C2610706	[]
C2610707	[]
C2610708	[]
C2610709	[]
C2610710	[]
C2610711	[]
C2610712	[]
C2610713	[]
C2610714	[]
C2610715	[]
C2610716	[]
C2610723	[]
C2610736	['PHA颗粒']
C2610737	['PHB颗粒']
C2610762	[]
C2610763	[]
C2610764	[]
C2610765	[]
C2610766	[]
C2610767	[]
C2610768	[]
C2610769	[]
C2610770	[]
C2610832	[]
C2610844	['谢尔特林复合体']
C2610852	[]
C2610864	[]
C2610865	[]
C2610866	[]
C2610870	[]
C2610942	[]
C2610943	[]
C2610951	['内膜复合体']
C2610956	[]
C2610957	[]
C2610980	[]
C2610981	[]
C2610982	[]
C2611008	[]
C2611009	[]
C2611010	[]
C2611011	[]
C2611012	[]
C2611013	[]
C2611038	[]
C2611039	[]
C2611040	[]
C2611041	[]
C2611042	[]
C2611043	[]
C2611069	[]
C2611070	[]
C2611072	[]
C2611075	[]
C2611077	[]
C2611078	[]
C2611092	[]
C2611129	[]
C2611130	['胞外小泡', '胞吐囊泡']
C2611133	[]
C2611134	[]
C2611135	[]
C2611136	[]
C2611137	[]
C2611138	[]
C2611139	[]
C2611141	[]
C2611169	['DNA-PK复合物']
C2611171	[]
C2611172	[]
C2611173	[]
C2611174	[]
C2611175	[]
C2611188	[]
C2611189	[]
C2611190	[]
C2611191	[]
C2611192	[]
C2611193	[]
C2611196	[]
C2611197	[]
C2611198	[]
C2611199	[]
C2611200	[]
C2611201	[]
C2611202	[]
C2611203	[]
C2611210	[]
C2611211	[]
C2611212	[]
C2611213	[]
C2611226	[]
C2611229	[]
C2611230	[]
C2611231	[]
C2611232	[]
C2611233	[]
C2611234	[]
C2611236	[]
C2611245	[]
C2611286	[]
C2611287	[]
C2611288	[]
C2611289	[]
C2611290	[]
C2611291	[]
C2611292	[]
C2611293	[]
C2611294	[]
C2611295	[]
C2611296	[]
C2611297	[]
C2611298	[]
C2611304	[]
C2611305	[]
C2611306	[]
C2611670	[]
C2611688	[]
C2611777	[]
C2611779	[]
C2611780	[]
C2611781	[]
C2611782	[]
C2611783	[]
C2611786	['内质网高尔基中间隔室', '内质网高尔基中间隔室', '能的', '职业训练局']
C2611787	[]
C2611789	[]
C2611791	[]
C2611792	[]
C2611794	[]
C2611795	[]
C2611796	[]
C2611797	[]
C2611820	[]
C2611821	[]
C2611837	['RNA外显体']
C2611893	[]
C2612267	[]
C2612284	[]
C2612285	['吞噬细胞组装位点']
C2612287	[]
C2612290	[]
C2612291	[]
C2612346	['成对细胞器']
C2612347	[]
C2612349	[]
C2612356	[]
C2612370	[]
C2612371	[]
C2612372	[]
C2612373	[]
C2612375	[]
C2612400	[]
C2612401	['钢筋混凝土复合体']
C2612402	[]
C2612415	[]
C2612416	[]
C2612417	[]
C2612440	[]
C2612441	[]
C2612442	[]
C2612456	['血浆脂蛋白颗粒']
C2612457	[]
C2612458	['极低密度脂蛋白颗粒', 'VLDL粒子']
C2612459	['低密度脂蛋白颗粒', '低密度脂蛋白颗粒']
C2612460	[]
C2612461	['高密度脂蛋白颗粒', 'HDL2', 'HDL3', '高密度脂蛋白颗粒']
C2612462	['新生高密度脂蛋白']
C2612463	['球形高密度脂蛋白']
C2612488	[]
C2612490	[]
C2612504	['核外围']
C2612505	[]
C2612527	[]
C2612528	[]
C2612529	[]
C2612530	[]
C2612531	[]
C2612535	[]
C2612536	[]
C2612562	[]
C2612563	[]
C2612564	[]
C2612571	['BBSome']
C2612573	[]
C2612574	[]
C2612575	[]
C2612576	[]
C2612602	[]
C2612603	[]
C2612604	[]
C2612605	[]
C2612618	[]
C2612619	[]
C2612620	[]
C2612621	[]
C2612629	['PSG']
C2612632	[]
C2612633	[]
C2612707	[]
C2612708	[]
C2612731	[]
C2612763	[]
C2612775	['GID复合体']
C2612780	[]
C2612781	[]
C2612782	[]
C2612783	[]
C2612784	[]
C2612785	[]
C2612786	[]
C2612787	[]
C2612788	[]
C2612789	[]
C2612790	[]
C2612791	[]
C2612792	[]
C2612793	[]
C2612794	[]
C2612798	[]
C2612799	[]
C2612800	[]
C2612801	[]
C2612802	[]
C2612803	[]
C2612804	[]
C2612805	[]
C2612806	[]
C2612807	[]
C2612808	[]
C2612809	[]
C2612810	[]
C2612811	[]
C2612812	[]
C2612813	[]
C2612814	[]
C2612815	[]
C2612816	[]
C2612817	[]
C2612818	[]
C2612819	[]
C2612820	[]
C2612821	[]
C2612822	[]
C2612823	[]
C2612824	[]
C2612825	[]
C2612826	[]
C2612827	[]
C2612828	[]
C2612829	[]
C2612830	[]
C2612831	[]
C2612832	[]
C2612833	[]
C2612834	[]
C2612835	[]
C2612836	[]
C2612837	[]
C2612846	['离子通道复合体']
C2612847	[]
C2612848	[]
C2612849	['钾通道复合体']
C2612850	[]
C2612851	[]
C2612852	['甲基转移酶复合物']
C2612853	[]
C2612866	[]
C2612867	[]
C2612868	[]
C2612869	[]
C2612870	[]
C2612871	[]
C2612884	[]
C2612885	[]
C2612886	[]
C2612887	[]
C2612888	[]
C2612889	[]
C2612895	[]
C2612896	[]
C2612897	[]
C2612899	[]
C2612900	[]
C2612901	[]
C2612902	[]
C2612903	[]
C2612905	[]
C2612906	[]
C2612907	[]
C2612908	[]
C2612909	[]
C2612910	['AhR复合体', 'AHRC']
C2612911	[]
C2612912	[]
C2612913	[]
C2612914	[]
C2612943	[]
C2612946	[]
C2613136	['HDAC3复合体']
C2613142	[]
C2613143	[]
C2613146	[]
C2613147	[]
C2613149	[]
C2613150	[]
C2613156	[]
C2613162	[]
C2613163	[]
C2613164	['林肯复合体']
C2613166	[]
C2613167	[]
C2613168	[]
C2613169	[]
C2613170	[]
C2613171	[]
C2613172	[]
C2613173	[]
C2613218	[]
C2613219	[]
C2613232	[]
C2613233	[]
C2613424	[]
C2613438	['马斯']
C2673180	['光合膜']
C2678064	['透明包涵体']
C2678510	[]
C2697589	[]
C2697994	[]
C2697995	[]
C2697996	[]
C2698062	[]
C2698130	[]
C2698131	[]
C2698146	[]
C2698236	[]
C2698278	[]
C2699753	[]
C2699839	[]
C2700285	[]
C2700286	[]
C2700287	[]
C2700288	['Xq27。1.']
C2700341	[]
C2700342	['15q11-q13']
C2700343	['15q11。2.']
C2700344	[]
C2700351	[]
C2700352	['2q22']
C2700358	[]
C2700359	[]
C2708698	[]
C2708700	[]
C2709114	[]
C2709115	[]
C2709116	[]
C2709134	[]
C2709135	[]
C2709137	[]
C2709162	[]
C2709167	[]
C2713244	[]
C2717754	['磁小体', '磁小体', '磁小体']
C2717770	[]
C2717771	[]
C2717773	['配子体', '配子体']
C2717913	['末端细胞', '末端细胞']
C2717940	['HepG2细胞', 'HepG2细胞']
C2717959	['诱导多能干细胞', '诱导多能干细胞', 'iPSC']
C2718310	['配子', '配子', '配子', '配子']
C2734073	[]
C2734107	[]
C2736184	[]
C2736926	[]
C2736927	[]
C2736928	[]
C2736929	[]
C2736930	[]
C2736931	[]
C2736932	[]
C2736933	[]
C2736934	[]
C2736935	[]
C2736936	[]
C2736937	[]
C2736938	[]
C2737142	[]
C2752177	[]
C2752215	[]
C2752216	[]
C2752217	[]
C2752218	[]
C2752219	[]
C2752220	[]
C2752234	[]
C2752235	[]
C2752236	[]
C2752237	[]
C2752238	[]
C2752239	[]
C2752242	['转录活性染色质']
C2752243	[]
C2752257	[]
C2752272	[]
C2752273	[]
C2752279	[]
C2752281	['HLB']
C2752287	['细胞受体']
C2752288	[]
C2752352	[]
C2752354	[]
C2752366	[]
C2752367	[]
C2752368	[]
C2752376	[]
C2752377	[]
C2752386	[]
C2752389	[]
C2752413	[]
C2752414	[]
C2752415	['全要素生产率', 'IV型菌毛']
C2752418	['极管']
C2752419	['孢子体']
C2752448	[]
C2752449	[]
C2752450	[]
C2752451	['宿主细胞壁']
C2752452	[]
C2752453	[]
C2752454	[]
C2752455	[]
C2752456	['宿主细胞骨架']
C2752457	['宿主细胞胞浆', '宿主细胞溶胶']
C2752458	['宿主内质网']
C2752459	[]
C2752460	[]
C2752461	[]
C2752462	[]
C2752463	[]
C2752464	[]
C2752465	[]
C2752466	[]
C2752467	[]
C2752468	[]
C2752469	[]
C2752470	[]
C2752471	[]
C2752477	[]
C2752478	[]
C2752479	[]
C2752480	[]
C2752481	[]
C2752483	[]
C2752484	[]
C2752485	[]
C2752486	[]
C2752487	['溶细胞颗粒']
C2752488	['核质网']
C2752489	[]
C2752492	[]
C2752493	[]
C2752494	[]
C2752495	[]
C2752496	[]
C2752497	[]
C2752500	[]
C2752501	[]
C2752508	['跨膜']
C2752511	[]
C2752512	[]
C2752513	[]
C2752514	[]
C2752515	[]
C2752516	[]
C2752517	[]
C2752518	[]
C2752519	[]
C2752520	[]
C2752521	[]
C2752522	['宿主细胞表面']
C2752523	[]
C2752524	[]
C2752525	[]
C2752526	['妈妈', '线粒体相关内质网膜', '线粒体相关内质网膜', '线粒体相关膜']
C2752532	[]
C2752533	[]
C2752537	['嵴连接']
C2752538	[]
C2752540	[]
C2752541	['联系地点']
C2752544	[]
C2752545	[]
C2752546	['树突生长锥']
C2752547	['轴突生长锥']
C2752548	[]
C2752549	['细胞体', '细胞体', '细胞体']
C2752550	[]
C2752551	['攀缘纤维']
C2752552	[]
C2752553	[]
C2752554	['花萼']
C2752555	[]
C2752556	['枝晶枝', '树枝状分支']
C2752557	[]
C2752558	['脊柱']
C2752559	[]
C2752560	[]
C2752561	['晶体']
C2752590	[]
C2752591	[]
C2752592	[]
C2752593	[]
C2752595	[]
C2752596	[]
C2752597	[]
C2752623	[]
C2752624	[]
C2752652	[]
C2752667	[]
C2752668	[]
C2752696	['皮质颗粒']
C2752697	[]
C2753214	[]
C2753302	[]
C2753308	[]
C2753310	[]
C2753312	[]
C2753313	[]
C2753314	[]
C2753315	[]
C2753321	[]
C2753334	['RLC']
C2753359	[]
C2753360	[]
C2753375	[]
C2753376	[]
C2753377	[]
C2753378	[]
C2753379	[]
C2753380	[]
C2753400	['小圆']
C2753403	[]
C2753407	[]
C2753439	[]
C2753440	[]
C2753444	[]
C2753445	[]
C2753446	[]
C2753447	[]
C2753448	[]
C2753450	[]
C2753451	[]
C2753453	[]
C2753460	['内粘液层']
C2753461	['外粘液层']
C2753476	[]
C2753477	[]
C2753478	[]
C2753479	['ISGF3复合体']
C2753480	[]
C2753482	[]
C2753483	[]
C2753489	[]
